Descricao,Valor
DIARIA DE UNIDADE DE TERAPIA INTENSIVA NEONATAL (UTI I),"139,00"
DIARIA DE UTI II ADULTO - SINDROME RESPIRATORIA AGUDA GRAVE (SRAG) - COVID19,"1.600,00"
DIARIA UTI II PEDIATRICA - SINDROME RESPIRATORIA AGUDA GRAVE (SRAG) - COVID19,"1.600,00"
DILATACAO DE COLO DO UTERO,"22,62"
DILATACAO DE ESOFAGO C/ OGIVAS SOB VISAO ENDOSCOPICA (POR SESSAO),"49,50"
DILATACAO DE URETRA (POR SESSAO),"1,52"
DILATACAO DIGITAL / INSTRUMENTAL DO ANUS E/OU RETO,"13,06"
DILATACAO ENDOSCOPICA UNI / BILATERAL,"31,26"
DILATACAO ESOFAGICA / PILORICA,"0,00"
DILATACAO PERCUTANEA DE ESTENOSES E ANASTOMOSES BILIARES,"92,95"
DILATACAO PERCUTANEA DE ESTENOSES URETERAIS E JUNCAO URETERO-VESICAL,"88,91"
DILATADOR P/ IMPLANTE DE CATETER DUPLO LUMEN,"21,59"
DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (1 NIVEL C/ MICROSCOPIO),"1.720,27"
DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS NIVEIS),"1.005,48"
DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (DOIS OU MAIS NIVEIS C/ MICROSCOPIO),"1.785,92"
DISCECTOMIA CERVICAL / LOMBAR / LOMBO-SACRA POR VIA POSTERIOR (UM NIVEL),"764,71"
DISCECTOMIA CERVICAL ANTERIOR (ATE 2 NIVEIS C/ MICROSCOPIO),"1.720,27"
DISCECTOMIA CERVICAL POR VIA ANTERIOR (1 NIVEL),"1.343,00"
DISCECTOMIA CERVICAL POR VIA ANTERIOR (2 OU MAIS NIVEIS),"1.726,52"
DISCECTOMIA TORACO-LOMBO-SACRA POR VIA ANTERIOR (1 NIVEL),"1.706,27"
DISCECTOMIA TORACO-LOMBO-SACRA POR VIA ANTERIOR (C/ 2 OU MAIS NIVEIS),"1.706,27"
DISPOSITIVO ANTI-PROTRUSAO C/ ORIFICIOS P/ PARAFUSOS,"1.812,73"
DISPOSITIVO DE BLOQUEIO,"71,10"
DISPOSITIVO INTERSOMATICO DE MANUTENCAO DE ESPACO INTERVERTEBRAL CARREADOR DE ENXERTO (TIPO CE,"1.356,35"
DISPOSITIVO PEDICULAR PARA FIXACAO DE HASTE (INCLUI BLOQUEADOR),"500,00"
DISSECCAO DE VEIA / ARTERIA,"6,19"
DISSECCAO RADICAL DO PESCOCO,"517,40"
DIVERTICULECTOMIA VESICAL,"486,61"
DONEPEZILA 10 MG (POR COMPRIMIDO),"0,00"
DONEPEZILA 5 MG (POR COMPRIMIDO),"0,00"
DORZOLAMIDA 20 MG/ML SOLUCAO OFTALMICA (POR FRASCO DE 5 ML),"0,00"
DOSAGEM DA ATIVIDADE DA BIOTINIDASE EM AMOSTRAS DE SANGUE EM PAPEL DE FILTRO (COMPONENTE DO TEST,"5,50"
DOSAGEM DA FRACAO C1Q DO COMPLEMENTO,"17,16"
DOSAGEM DE 17 HIDROXI PROGESTERONA EM PAPEL DE FILTRO (COMPONENTE DO TESTE DO PEZINHO),"8,00"
DOSAGEM DE 17-ALFA-HIDROXIPROGESTERONA,"10,20"
DOSAGEM DE 17-CETOSTEROIDES TOTAIS,"6,72"
DOSAGEM DE 17-HIDROXICORTICOSTEROIDES,"6,72"
DOSAGEM DE 25 HIDROXIVITAMINA D,"15,24"
DOSAGEM DE 5-NUCLEOTIDASE,"3,51"
DOSAGEM DE ACETONA,"1,85"
DOSAGEM DE ACIDO 5-HIDROXI-INDOL-ACETICO (SEROTONINA),"6,72"
DOSAGEM DE ACIDO ASCORBICO,"2,01"
DOSAGEM DE ACIDO DELTA-AMINOLEVULINICO,"2,06"
DOSAGEM DE ACIDO HIPURICO,"2,23"
DOSAGEM DE ACIDO MANDELICO,"3,68"
DOSAGEM DE ACIDO METIL-HIPURICO,"2,04"
DOSAGEM DE ACIDO URICO,"1,85"
DOSAGEM DE ACIDO VALPROICO,"15,65"
DOSAGEM DE ACIDO VANILMANDELICO,"9,00"
DOSAGEM DE ADENOSINA-DESAMINASE (ADA),"13,06"
DOSAGEM DE ADRENOCORTICOTROFICO (ACTH),"14,12"
DOSAGEM DE ALA-DESIDRATASE,"3,51"
DOSAGEM DE ALCOOL ETILICO,"2,01"
DOSAGEM DE ALDOLASE,"3,68"
DOSAGEM DE ALDOSTERONA,"11,89"
DOSAGEM DE ALFA-1-ANTITRIPSINA,"3,68"
DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,"3,68"
DOSAGEM DE ALFA-2-MACROGLOBULINA,"3,68"
DOSAGEM DE ALFA-FETOPROTEINA,"15,06"
DOSAGEM DE ALUMINIO,"27,50"
DOSAGEM DE AMILASE,"2,25"
DOSAGEM DE AMINOGLICOSIDEOS,"10,00"
DOSAGEM DE AMONIA,"3,51"
DOSAGEM DE AMP CICLICO,"12,01"
DOSAGEM DE ANDROSTENEDIONA,"11,53"
DOSAGEM DE ANFETAMINAS,"10,00"
DOSAGEM DE ANTICOAGULANTE CIRCULANTE,"4,11"
DOSAGEM DE ANTICORPOS ANTITRANSGLUTAMINAISE RECOMBINANTE HUMANO IGA,"18,55"
DOSAGEM DE ANTIDEPRESSIVOS TRICICLICOS,"10,00"
DOSAGEM DE ANTIGENO PROSTATICO ESPECIFICO (PSA),"16,42"
DOSAGEM DE ANTITROMBINA III,"6,48"
DOSAGEM DE BARBITURATOS,"13,13"
DOSAGEM DE BENZODIAZEPINICOS,"13,48"
DOSAGEM DE BETA-2-MICROGLOBULINA,"13,55"
DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,"2,01"
DOSAGEM DE CADMIO,"6,55"
DOSAGEM DE CALCIO,"1,85"
DOSAGEM DE CALCIO IONIZAVEL,"3,51"
DOSAGEM DE CALCITONINA,"14,38"
DOSAGEM DE CARBAMAZEPINA,"17,53"
DOSAGEM DE CARBOXI-HEMOGLOBINA,"4,11"
DOSAGEM DE CAROTENO,"2,01"
DOSAGEM DE CATECOLAMINAS,"0,00"
DOSAGEM DE CERULOPLASMINA,"3,68"
DOSAGEM DE CHUMBO,"8,83"
DOSAGEM DE CICLOSPORINA,"58,61"
DOSAGEM DE CICLOSPORINA (EM PACIENTE TRANSPLANTADO),"52,33"
DOSAGEM DE CITRATO,"2,01"
DOSAGEM DE CLORETO,"1,85"
DOSAGEM DE CLORETO NO SUOR,"150,00"
DOSAGEM DE COBRE,"3,51"
DOSAGEM DE COLESTEROL HDL,"3,51"
DOSAGEM DE COLESTEROL LDL,"3,51"
DOSAGEM DE COLESTEROL TOTAL,"1,85"
DOSAGEM DE COLINESTERASE,"3,68"
DOSAGEM DE COMPLEMENTO C3,"17,16"
DOSAGEM DE COMPLEMENTO C4,"17,16"
DOSAGEM DE CORTISOL,"9,86"
DOSAGEM DE CREATININA,"1,85"
DOSAGEM DE CREATININA NO LIQUIDO AMNIOTICO,"1,89"
DOSAGEM DE CREATINOFOSFOQUINASE (CPK),"3,68"
DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,"4,12"
DOSAGEM DE CRIOAGLUTININA,"2,83"
DOSAGEM DE DEHIDROEPIANDROSTERONA (DHEA),"11,25"
DOSAGEM DE DESIDROGENASE ALFA-HIDROXIBUTIRICA,"3,51"
DOSAGEM DE DESIDROGENASE GLUTAMICA,"3,51"
DOSAGEM DE DESIDROGENASE LATICA,"3,68"
DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),"3,68"
"DOSAGEM DE DIGITALICOS (DIGOXINA, DIGITOXINA)","8,97"
DOSAGEM DE DIHIDROTESTOTERONA (DHT),"11,71"
DOSAGEM DE ESTERCOBILINOGENIO FECAL,"1,65"
DOSAGEM DE ESTRADIOL,"10,15"
DOSAGEM DE ESTRIOL,"11,55"
DOSAGEM DE ESTRONA,"11,12"
DOSAGEM DE ETOSSUXIMIDA,"15,65"
DOSAGEM DE EVEROLIMO (EM PACIENTE TRANSPLANTADO),"52,33"
DOSAGEM DE FATOR II,"5,31"
DOSAGEM DE FATOR IX,"7,61"
DOSAGEM DE FATOR V,"4,73"
DOSAGEM DE FATOR VII,"8,09"
DOSAGEM DE FATOR VIII,"6,63"
DOSAGEM DE FATOR VIII (INIBIDOR),"15,00"
DOSAGEM DE FATOR VON WILLEBRAND (ANTIGENO),"18,91"
DOSAGEM DE FATOR X,"6,66"
DOSAGEM DE FATOR XI,"9,11"
DOSAGEM DE FATOR XII,"10,51"
DOSAGEM DE FATOR XIII,"6,66"
DOSAGEM DE FENILALANINA (CONTROLE / DIAGNOSTICO TARDIO),"5,50"
DOSAGEM DE FENILALANINA E TSH OU T4,"12,10"
DOSAGEM DE FENILALANINA TSH OU T4 E DETECCAO DA VARIANTE DE HEMOGLOBINA (COMPONENTE DO TESTE D,"O 20,90"
DOSAGEM DE FENITOINA,"35,22"
DOSAGEM DE FENOL,"2,05"
DOSAGEM DE FERRITINA,"15,59"
DOSAGEM DE FERRO SERICO,"3,51"
DOSAGEM DE FIBRINOGENIO,"4,60"
DOSAGEM DE FOLATO,"15,65"
DOSAGEM DE FORMALDEIDO,"3,51"
DOSAGEM DE FOSFATASE ACIDA NO ESPERMA,"2,01"
DOSAGEM DE FOSFATASE ACIDA TOTAL,"2,01"
DOSAGEM DE FOSFATASE ALCALINA,"2,01"
DOSAGEM DE FOSFATASE ALCALINA NO ESPERMA,"2,01"
DOSAGEM DE FOSFORO,"1,85"
DOSAGEM DE FRACAO PROSTATICA DA FOSFATASE ACIDA,"2,01"
DOSAGEM DE FRUTOSE,"2,01"
DOSAGEM DE FRUTOSE NO ESPERMA,"2,01"
DOSAGEM DE GALACTOSE,"3,51"
DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),"3,51"
DOSAGEM DE GASTRINA,"14,15"
DOSAGEM DE GLICOSE,"1,85"
DOSAGEM DE GLICOSE NO LIQUIDO SINOVIAL E DERRAMES,"1,89"
DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,"3,68"
DOSAGEM DE GLOBULINA TRANSPORTADORA DE TIROXINA,"15,35"
"DOSAGEM DE GONADOTROFINA CORIONICA HUMANA (HCG, BETA HCG)","7,85"
DOSAGEM DE GORDURA FECAL,"3,04"
DOSAGEM DE HAPTOGLOBINA,"3,68"
DOSAGEM DE HEMOGLOBINA,"1,53"
DOSAGEM DE HEMOGLOBINA - INSTABILIDADE A 37OC,"2,73"
DOSAGEM DE HEMOGLOBINA FETAL,"2,73"
DOSAGEM DE HEMOGLOBINA GLICOSILADA,"7,86"
DOSAGEM DE HEMOSSIDERINA,"2,73"
DOSAGEM DE HIDROXIPROLINA,"3,68"
DOSAGEM DE HORMONIO DE CRESCIMENTO (HGH),"10,21"
DOSAGEM DE HORMONIO FOLICULO-ESTIMULANTE (FSH),"7,89"
DOSAGEM DE HORMONIO LUTEINIZANTE (LH),"8,97"
DOSAGEM DE HORMONIO TIREOESTIMULANTE (TSH),"8,96"
DOSAGEM DE IMUNOGLOBULINA A (IGA),"17,16"
DOSAGEM DE IMUNOGLOBULINA E (IGE),"9,25"
DOSAGEM DE IMUNOGLOBULINA G (IGG),"0,00"
DOSAGEM DE IMUNOGLOBULINA M (IGM),"17,16"
DOSAGEM DE INIBIDOR DE C1-ESTERASE,"9,25"
DOSAGEM DE INSULINA,"10,17"
DOSAGEM DE ISOMERASE-FOSFOHEXOSE,"3,51"
DOSAGEM DE LACTATO,"3,68"
DOSAGEM DE LEUCINO-AMINOPEPTIDASE,"3,51"
DOSAGEM DE LIPASE,"2,25"
DOSAGEM DE LITIO,"2,25"
DOSAGEM DE MAGNESIO,"2,01"
DOSAGEM DE MERCURIO,"2,04"
DOSAGEM DE METABOLITOS DA COCAINA,"10,00"
DOSAGEM DE META-HEMOGLOBINA,"4,11"
DOSAGEM DE METOTREXATO,"10,00"
DOSAGEM DE MICROALBUMINA NA URINA,"8,12"
DOSAGEM DE MUCO-PROTEINAS,"2,01"
DOSAGEM DE OXALATO,"3,68"
DOSAGEM DE PARATORMONIO,"43,13"
DOSAGEM DE PEPTIDEO C,"15,35"
DOSAGEM DE PEPTIDEOS NATRIURETICOS TIPO B (BNP E NT-PROBNP),"27,00"
DOSAGEM DE PIRUVATO,"3,68"
DOSAGEM DE PLASMINOGENIO,"4,11"
DOSAGEM DE PORFIRINAS,"3,51"
DOSAGEM DE POTASSIO,"1,85"
DOSAGEM DE PROGESTERONA,"10,22"
DOSAGEM DE PROLACTINA,"10,15"
DOSAGEM DE PROTEINA C REATIVA,"2,83"
DOSAGEM DE PROTEINAS (URINA DE 24 HORAS),"2,04"
DOSAGEM DE PROTEINAS NO LIQUIDO SINOVIAL E DERRAMES,"1,89"
DOSAGEM DE PROTEINAS TOTAIS,"1,40"
DOSAGEM DE PROTEINAS TOTAIS E FRACOES,"1,85"
DOSAGEM DE QUINIDINA,"10,00"
DOSAGEM DE RENINA,"13,19"
DOSAGEM DE SALICILATOS,"2,01"
DOSAGEM DE SIROLIMO (EM PACIENTE TRANSPLANTADO),"52,33"
DOSAGEM DE SODIO,"1,85"
DOSAGEM DE SODIO E CLORO NO SUOR (C/ COLETA),"0,00"
DOSAGEM DE SOMATOMEDINA C (IGF1),"15,35"
DOSAGEM DE SULFATO DE HIDROEPIANDROSTERONA (DHEAS),"13,11"
DOSAGEM DE SULFATOS,"3,51"
DOSAGEM DE TACROLIMO (EM PACIENTE TRANSPLANTADO),"52,33"
DOSAGEM DE TEOFILINA,"15,65"
DOSAGEM DE TESTOSTERONA,"10,43"
DOSAGEM DE TESTOSTERONA LIVRE,"13,11"
DOSAGEM DE TIOCIANATO,"3,68"
DOSAGEM DE TIREOGLOBULINA,"15,35"
DOSAGEM DE TIROXINA (T4),"8,76"
DOSAGEM DE TIROXINA LIVRE (T4 LIVRE),"11,60"
DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),"2,01"
DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),"2,01"
DOSAGEM DE TRANSFERRINA,"4,12"
DOSAGEM DE TRIGLICERIDEOS,"3,51"
DOSAGEM DE TRIIODOTIRONINA (T3),"8,71"
DOSAGEM DE TRIPSINA IMUNORREATIVA (COMPONENTE DO TESTE DO PEZINHO),"5,50"
DOSAGEM DE TRIPTOFANO,"3,51"
DOSAGEM DE TROPONINA,"9,00"
DOSAGEM DE TSH E T4 LIVRE (CONTROLE / DIAGNOSTICO TARDIO),"13,20"
DOSAGEM DE UREIA,"1,85"
DOSAGEM DE VITAMINA B12,"15,24"
DOSAGEM DE ZINCO,"15,65"
DOSAGEM DO ANTIGENO CA 125,"13,35"
DOSAGEM E/OU FRACIONAMENTO DE ACIDOS ORGANICOS,"3,04"
DOSAGEM QUANTITATIVA DA ATIVIDADE DA BIOTINIDASE EM AMOSTRAS DE SORO,"137,00"
DOSAGEM QUANTITATIVA DE ACIDOS ORGANICOS,"0,00"
DOSAGEM QUANTITATIVA DE AMINOACIDOS,"0,00"
"DOSAGEM QUANTITATIVA DE CARNITINA, PERFIL DE ACILCARNITINAS","0,00"
DRENAGEM BILIAR PERCUTANEA EXTERNA,"92,95"
DRENAGEM BILIAR PERCUTANEA INTERNA,"92,95"
DRENAGEM C/ BIOPSIA DE PERICARDIO,"269,75"
DRENAGEM CIRURGICA DO ILIOPSOAS,"298,78"
DRENAGEM DE ABSCESSO,"0,00"
DRENAGEM DE ABSCESSO ANU-RETAL,"22,72"
DRENAGEM DE ABSCESSO DA BOCA E ANEXOS,"14,07"
DRENAGEM DE ABSCESSO DA BOLSA ESCROTAL,"12,97"
DRENAGEM DE ABSCESSO DE MAMA,"20,74"
DRENAGEM DE ABSCESSO DE PALPEBRA,"22,93"
DRENAGEM DE ABSCESSO DO EPIDIDIMO E/OU CANAL DEFERENTE,"14,51"
DRENAGEM DE ABSCESSO FARINGEO,"22,56"
DRENAGEM DE ABSCESSO ISQUIORRETAL,"22,72"
DRENAGEM DE ABSCESSO PELVICO,"717,13"
DRENAGEM DE ABSCESSO PERIAMIGDALIANO,"238,44"
DRENAGEM DE ABSCESSO PROSTATICO,"267,37"
DRENAGEM DE ABSCESSO RENAL / PERI-RENAL,"630,82"
DRENAGEM DE ABSCESSO SUBFRENICO,"982,83"
DRENAGEM DE COLECAO PERI-URETRAL,"13,54"
DRENAGEM DE COLECOES VISCERAIS / CAVITARIAS POR CATETERISMO,"73,15"
DRENAGEM DE FLEIMAO URINOSO,"12,97"
DRENAGEM DE FURUNCULO NO CONDUTO AUDITIVO EXTERNO,"14,66"
DRENAGEM DE GANGLIO LINFATICO,"96,85"
DRENAGEM DE GLANDULA DE BARTHOLIN / SKENE,"12,97"
DRENAGEM DE HEMATOMA / ABSCESSO PRE-PERITONEAL,"437,83"
DRENAGEM DE HEMATOMA / ABSCESSO RETRO-RETAL,"468,38"
DRENAGEM DE HEMORRAGIA DE COROIDE,"453,60"
DRENAGEM DO SACO ENDO-LINFATICO - SHUNT (C/ AUDICAO POR VIA TRANSMASTOIDEA),"809,83"
DRENAGEM LIQUORICA LOMBAR EXTERNA,"1.657,64"
DRENAGEM TUBULAR PLEURAL ABERTA (PLEUROSTOMIA),"758,04"
DUCHA DE POLITZER (UNI / BILATERAL),"11,28"
DUCTOGRAFIA (POR MAMA),"57,16"
DUODENOGRAFIA HIPOTONICA,"34,52"
DUODENOPANCREATECTOMIA EM ONCOLOGIA,"5.507,03"
ECO DOPPLER COLORIDO CEREBRAL P/ DIAGNOSTICO DE MORTE ENCEFALICA,"0,00"
ECOCARDIOGRAFIA DE ESTRESSE,"165,00"
ECOCARDIOGRAFIA TRANSESOFAGICA,"165,00"
ECOCARDIOGRAFIA TRANSTORACICA,"39,94"
ECODOPPLER TRANSCRANIANO,"117,00"
ELBASVIR 50 MG / GRAZOPREVIR 100 MG (POR COMPRIMIDO),"0,00"
ELETROCARDIOGRAMA,"5,15"
ELETROCAUTERIZACAO DE LESAO TRANSPARIETAL DE ANUS,"13,06"
ELETROCOAGULACAO DE LESAO CUTANEA,"11,84"
ELETROCOCLEOGRAFIA,"4,25"
ELETRODIAGNOSTICO CINETICO FUNCIONAL,"1,26"
ELETRODO DE CARDIOVERSOR DESFIBRILADOR,"7.074,27"
ELETRODO ENDOCARDICO DEFINITIVO,"973,70"
ELETRODO EPICARDICO DEFINITIVO,"973,70"
ELETRODO P/ MARCAPASSO TEMPORARIO ENDOCARDICO,"221,78"
ELETRODO P/ MARCAPASSO TEMPORARIO EPICARDICO,"28,89"
ELETROENCEFALOGRAFIA EM VIGILIA C/ OU S/ FOTO-ESTIMULO,"11,34"
ELETROENCEFALOGRAMA EM SONO INDUZIDO C/ OU S/ MEDICAMENTO (EEG),"25,00"
ELETROENCEFALOGRAMA EM VIGILIA E SONO ESPONTANEO C/ OU S/ FOTOESTIMULO (EEG),"25,00"
ELETROENCEFALOGRAMA P/ DIAGNOSTICO DE MORTE ENCEFALICA,"0,00"
ELETROENCEFALOGRAMA QUANTITATIVO C/ MAPEAMENTO (EEG),"25,00"
ELETROFORESE DE HEMOGLOBINA,"5,41"
ELETROFORESE DE LIPOPROTEINAS,"3,68"
ELETROFORESE DE PROTEINAS,"4,42"
ELETROFORESE DE PROTEINAS C/ CONCENTRACAO NO LIQUOR,"5,23"
ELETROGUSTOMETRIA,"1,37"
"ELETROMIOGRAFIA DINAMICA, AVALIACAO CINETICA, CINEMATICA E DE PARAMETROS LINEARES","1,26"
ELETROMIOGRAMA (EMG),"27,00"
ELETROMIOGRAMA C/ ESTUDO DE FIBRA UNICA,"27,00"
ELETRONEUROMIOGRAMA (ENMG),"27,00"
ELETRO-OCULOGRAFIA,"24,24"
ELETRORETINOGRAFIA,"24,24"
ELEVACAO DO ASSOALHO DO SEIO MAXILAR,"341,92"
ELTROMBOPAGUE OLAMINA 25 MG (POR COMPRIMIDO),"138,45"
ELTROMBOPAGUE OLAMINA 50 MG (POR COMPRIMIDO),"276,93"
EMBOLECTOMIA ARTERIAL,"1.530,75"
EMBOLIZACAO ARTERIAL DE HEMORRAGIA DIGESTIVA (INCLUI PROCEDIMENTO ENDOSCOPICO E/OU ESTUDO ANGIO,"1.065,36"
"EMBOLIZACAO DE ANEURISMA CEREBRAL MAIOR QUE 1,5 CM COM COLO ESTREITO","2.096,88"
"EMBOLIZACAO DE ANEURISMA CEREBRAL MAIOR QUE 1,5 CM COM COLO LARGO","2.096,88"
"EMBOLIZACAO DE ANEURISMA CEREBRAL MENOR DO QUE 1,5 CM COM COLO LARGO","2.022,88"
"EMBOLIZACAO DE ANEURISMA CEREBRAL MENOR QUE 1,5 CM COM COLO ESTREITO","2.022,88"
EMBOLIZACAO DE FISTULA ARTERIO-VENOSA DA CABECA E PESCOCO,"1.810,88"
EMBOLIZACAO DE FISTULA CAROTIDO-CAVERNOSA DIRETAS,"1.810,88"
EMBOLIZACAO DE MALFORMACAO ARTERIO-VENOSA DURAL COMPLEXA DO SISTEMA NERVOSO CENTRAL,"938,47"
EMBOLIZACAO DE MALFORMACAO ARTERIO-VENOSA DURAL SIMPLES DO SISTEMA NERVOSO CENTRAL,"938,47"
EMBOLIZACAO DE MALFORMACAO ARTERIO-VENOSA INTRAPARENQUIMATOSA DO SISTEMA NERVOSO CENTRAL,"1.955,68"
EMBOLIZACAO DE MALFORMACAO VASCULAR ARTERIO-VENOSA (INCLUI ESTUDO ANGIOGRAFICO),"1.065,36"
EMBOLIZACAO DE MALFORMACAO VASCULAR POR PUNCAO DIRETA (INCLUI DROGAS EMBOLIZANTES),"1.065,36"
EMBOLIZACAO DE TUMOR INTRA-CRANIANO OU DA CABECA E PESCOCO,"1.645,44"
EMBRIOTOMIA,"227,50"
EMISSAO DE PARECER SOBRE NEXO CAUSAL,"7,26"
EMISSOES OTOACUSTICAS EVOCADAS P/ TRIAGEM AUDITIVA (TESTE DA ORELHINHA),"13,51"
ENCURTAMENTO DE OSSOS LONGOS EXCETO DA MAO E DO PE,"283,35"
ENDOPROTESE AORTICA BIFURCADA,"14.000,00"
ENDOPROTESE AORTICA TUBULAR / CONICA,"10.200,00"
ENDOPROTESE TORACICA RETA,"14.000,00"
ENEMA,"0,00"
"ENOXAPARINA SODICA 40 MG/0,4 ML SOLUCAO INJETAVEL (POR SERINGA PREENCHIDA)","0,00"
ENSAIO IMUNOENZIMATICO -TESTE DE ELISA P/ IDENTIFICACAO DE LEPTOSPIRAS (LEPTOSPIROSE),"0,00"
ENSAIO IMUNOENZIMATICO-ELISA P/ IDENTIFICACAO DO VIRUS DA FEBRE DO NILO OCIDENTAL,"0,00"
ENSAIOS ENZIMATICOS EM ERITROCITOS PARA DIAGNOSTICO DE ERROS INATOS DO METABOLISMO,"0,00"
ENSAIOS ENZIMATICOS EM TECIDO CULTIVADO PARA DIAGNOSTICO DE ERROS INATOS DO METABOLISMO,"0,00"
ENSAIOS ENZIMATICOS NO PLASMA E LEUCOCITOS PARA DIAGNOSTICO DE ERROS INATOS DO METABOLISMO,"0,00"
ENTACAPONA 200 MG (POR COMPRIMIDO),"0,00"
"ENTECAVIR 0,5 MG (POR COMPRIMIDO)","0,00"
ENTECAVIR 1.0 MG (POR COMPRIMIDO),"0,00"
ENTERECTOMIA,"1.217,20"
ENTEROANASTOMOSE (QUALQUER SEGMENTO),"1.174,36"
ENTEROPEXIA (QUALQUER SEGMENTO),"629,12"
ENTEROTOMIA E/OU ENTERORRAFIA C/ SUTURA / RESSECCAO (QUALQUER SEGMENTO),"788,04"
ENTREVISTA FAMILIAR P/ DOACAO DE ORGAOS DE DOADORES EM MORTE ENCEFALICA,"420,00"
ENTREVISTA FAMILIAR PARA DOACAO DE TECIDOS DE DOADORES COM CORACAO PARADO,"420,00"
ENUCLEACAO DE GLOBO OCULAR,"415,57"
ENVIO DE RELATORIOS DE INSPECAO DE ESTABELECIMENTOS FABRICANTES DE INSUMOS FARMACEUTICOS A ANVI,"0,00"
ENVIO DE RELATORIOS DE INSPECAO DE ESTABELECIMENTOS FABRICANTES DE MEDICAMENTOS A ANVISA,"0,00"
ENVIO DE RELATORIOS DE INSPECAO DE ESTABELECIMENTOS FABRICANTES DE PRODUTOS PARA SAUDE A ANVISA,"0,00"
ENXERTO ARTERIAL INORGANICO VALVADO (CONDUTO VALVADO),"4.012,40"
ENXERTO ARTERIAL TUBULAR BIFURCADO INORGANICO C/ COLAGENO,"609,57"
ENXERTO ARTERIAL TUBULAR INORGANICO C/ COLAGENO,"420,90"
ENXERTO ARTERIAL TUBULAR ORGANICO,"327,46"
ENXERTO ARTERIAL TUBULAR VALVADO ORGANICO,"1.313,96"
ENXERTO COMPOSTO,"604,58"
ENXERTO DERMO-EPIDERMICO,"365,77"
ENXERTO GENGIVAL,"12,98"
ENXERTO LIVRE DE PELE TOTAL,"604,58"
ENXERTO MICROCIRURGICO DE NERVO PERIFERICO (2 OU MAIS NERVOS),"1.797,49"
ENXERTO MICROCIRURGICO DE NERVO PERIFERICO (UNICO NERVO),"1.797,49"
ENXERTO OSSEO DE AREA DOADORA INTRABUCAL,"21,92"
ENXERTO TOTAL / PARCIAL INTRATEMPORAL DE NERVO FACIAL,"513,61"
ENXERTO TUBULAR DE POLITETRAFLUORETILENO DE ATE 20CM (PTFE),"25,27"
ENXERTO TUBULAR DE POLITETRAFLUORETILENO DE ATE 70CM (PTFE),"25,27"
EPIDIDIMECTOMIA,"223,01"
EPIDIDIMECTOMIA C/ ESVAZIAMENTO GANGLIONAR,"215,28"
EPIFISIODESE DO TROCANTER MAIOR DO FEMUR,"759,43"
EPIFISIODESE FEMORAL PROXIMAL IN SITU,"759,42"
EPILACAO A LASER,"45,00"
EPILACAO DE CILIOS,"22,93"
EPISIOPERINEORRAFIA NAO OBSTETRICA,"128,44"
"ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)","2,73"
ESCANOMETRIA,"7,77"
ESCAPULOPEXIA C/ OU S/ OSTEOTOMIA DA ESCAPULA / RESSECCAO BARRA OMO-CERVICAL,"1.600,27"
ESFERA DE MULLER,"60,00"
ESFINCTEROTOMIA INTERNA E TRATAMENTO DE FISSURA ANAL,"246,81"
ESFOLIACAO QUIMICA,"1,48"
ESOFAGECTOMIA DISTAL C/ TORACOTOMIA,"1.833,56"
ESOFAGECTOMIA DISTAL S/ TORACOTOMIA,"1.833,56"
ESOFAGECTOMIA VIDEOLAPAROSCOPICA,"777,23"
ESOFAGO-COLONPLASTIA,"1.914,57"
ESOFAGOCOLOPLASTIA OU ESOFAGOGASTROPLASTIA EM ONCOLOGIA,"4.138,27"
ESOFAGOGASTRECTOMIA,"1.185,67"
ESOFAGOGASTRECTOMIA COM TORACOTOMIA EM ONCOLOGIA,"5.376,53"
ESOFAGOGASTRECTOMIA SEM TORACOTOMIA EM ONCOLOGIA,"4.098,74"
ESOFAGOGASTRODUODENOSCOPIA,"48,16"
ESOFAGOPLASTIA / GASTROPLASTIA,"794,88"
ESOFAGORRAFIA CERVICAL,"787,65"
ESOFAGORRAFIA TORACICA,"787,65"
ESOFAGOSTOMIA,"787,85"
ESPACADOR DE TENDAO,"36,62"
ESPECTROFOTOMETRIA NO LIQUIDO AMNIOTICO,"6,56"
ESPERMATOCELECTOMIA,"212,09"
ESPIRAIS DE PLATINA,"1.350,00"
ESPIROGRAFIA C/ DETERMINACAO DO VOLUME RESIDUAL,"2,78"
ESPIROMETRIA OU PROVA DE FUNCAO PULMONAR COMPLETA COM BRONCODILATADOR,"6,36"
ESPLENECTOMIA,"975,98"
ESPLENOGRAMA,"5,79"
ESPLENOPORTOGRAFIA,"182,45"
